,Claim Reference,Policy Year,Policy Description,Directorate Description,Department Name,Incident Date,Notification Date,Status Flag,Payment Year,Payment Date,Payment Type, Amount,Cause Description,Injury Description,Damage Description
2972,N7PUL000135,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-09-09,2017-09-21,CLOSED,2018,2018-05-23,Fees - Own Solicitor,720.0,Footways - Pothole,Bruising/Swelling,
2973,N7PUL000393,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-03-19,2018-04-03,CLOSED,2018,2018-05-29,Compensation Payment,203.95,Carriageway - Pothole,,Vehicle
2974,N4PUL000381,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Street Scene Cleansing Monitoring,2014-11-06,2015-07-02,CLOSED,2018,2018-05-30,Fees - Own Solicitor,565.0,Falls / Slips - Other,Foot Injury,
2975,N7PUL000326,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-01-18,2018-03-06,CLOSED,2018,2018-05-30,Fees - TP Solicitor,1410.0,Falls / Slips - Uneven surface,Bruising/Swelling,
2976,N7PUL000326,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-01-18,2018-03-06,CLOSED,2018,2018-05-30,Compensation Payment,1500.0,Falls / Slips - Uneven surface,Bruising/Swelling,
2977,N6PUL000317,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2017-03-27,2017-04-21,CLOSED,2018,2018-06-01,Fees - TP Solicitor,595.0,Falls / Slips - Uneven surface,Ankle Broken/fractured,
2978,N8PUL000030,2018,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-04-29,2018-05-03,CLOSED,2018,2018-06-06,Compensation Payment,3948.28,Trees / Branches - Falling,,Vehicle
2979,N5MF000101,2015,Motor Fleet,ADULT SOCIAL SERVICES,Day Centres,2016-03-14,2016-05-13,CLOSED,2018,2018-06-07,Fees - TP Solicitor,388.0,Collision - Other,,Bodywork - Minor
2980,N6PUL000322,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-03-03,2017-06-02,CLOSED,2018,2018-06-07,Fees - TP Solicitor,1629.5,Footways - Manhole,Legs Bruising/Swelling,
2981,N6PUL000322,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-03-03,2017-06-02,CLOSED,2018,2018-06-07,Compensation Payment,2000.0,Footways - Manhole,Legs Bruising/Swelling,
2982,N5MF000101,2015,Motor Fleet,ADULT SOCIAL SERVICES,Day Centres,2016-03-14,2016-05-13,CLOSED,2018,2018-06-07,Compensation Payment,2008.5,Collision - Other,,Bodywork - Minor
2983,N6MF000034,2016,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Waste Disposal,2016-10-25,2016-11-14,CLOSED,2018,2018-06-08,Compensation payment,2655.0,Collision - Other,,
2984,N8PUL000033,2018,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-04-20,2018-05-03,CLOSED,2018,2018-06-11,Compensation Payment,423.23,Carriageway - Pothole,,Vehicle
2985,N1PUL000338,2011,Public Liability,OPERATIONS NOT NOW INSURED,Woodcote High,2011-12-13,2012-04-25,OPEN,2018,2018-06-11,Fees - Own Solicitor,714.0,Defective Equipment - Other,Arms Broken Bones,
2986,N4PUL000252,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-10-30,2015-01-07,OPEN,2018,2018-06-11,Fees - Own Solicitor,769.0,Footways - Uneven Surface,Legs Broken Bones,
2987,N4PUL000229,2014,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Coulsdon C of E Primary,2014-09-18,2014-11-04,OPEN,2018,2018-06-11,Fees - Own Solicitor,1295.97,Falls/Slips,Bruising/Swelling,
2988,N7FB000010,2017,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Thomas More,2018-02-16,2018-02-16,OPEN,2018,2018-06-11,Fees Own Solicitor,2771.2,Water Damage - Pipe/Radiator,,Various
2989,N7FB000010,2017,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Thomas More,2018-02-16,2018-02-16,OPEN,2018,2018-06-11,Compensation payment,126504.73,Water Damage - Pipe/Radiator,,Various
2990,N7PUL000337,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-02-25,2018-03-13,CLOSED,2018,2018-06-12,Compensation Payment,190.5,Carriageway - Pothole,,Vehicle
2991,N7MF000065,2017,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2018-02-08,2018-04-26,CLOSED,2018,2018-06-13,Compensation payment,290.25,Collision - Hit parked vehicle,,Bodywork - Minor
2992,N4PUL000229,2014,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Coulsdon C of E Primary,2014-09-18,2014-11-04,OPEN,2018,2018-06-15,Compensation Payment,3000.0,Falls/Slips,Bruising/Swelling,
2993,N0PUL000072,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2010-05-12,2010-05-27,OPEN,2018,2018-06-18,Fees - Own Solicitor,607.0,Tree Roots / Subsidence,,Structural
2994,N6PUL000326,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2016-08-10,2017-07-07,CLOSED,2018,2018-06-18,Fees - Own Solicitor,854.0,Defective Premises,,Personal Property
2995,N2PUL000240,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-21,2012-11-26,CLOSED,2018,2018-06-18,Fees - Own Solicitor,1425.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2996,N3PUL000286,2013,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Kensington Avenue Primary,2013-11-07,2013-11-28,CLOSED,2018,2018-06-19,Fees - Own Solicitor,396.0,Other,Arms Cuts/Scars,
2997,N6EL000001,2016,Employers Liability,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2016-05-09,2016-07-07,OPEN,2018,2018-06-19,Fees - Own Solicitor,900.0,Collision,Broken Bones,
2998,N4PUL000146,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-08-07,2014-09-25,CLOSED,2018,2018-06-19,Fees - Own Solicitor,939.0,Carriageway - Manhole,Combination Bruising/Swelling,
2999,N7FB000008,2017,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2017-12-07,2018-01-11,CLOSED,2018,2018-06-19,Compensation payment,3178.0,Malicious Damage/Vandalism - External,,Door - External
3000,N6FB000014,2016,Fire Blanket,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-02-06,2017-02-06,CLOSED,2018,2018-06-19,Compensation payment,8505.6,Fire - Smoking,,Contents
3001,N7PUL000211,2017,Public Liability,ADULT SOCIAL SERVICES,Sheltered Housing,2017-11-08,2017-12-21,OPEN,2018,2018-06-20,Fees - Own Solicitor,1080.0,Falls / Slips - Other,Legs Other:,
3002,N4PUL000262,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-09-15,2014-12-22,CLOSED,2018,2018-06-20,Fees - Own Solicitor,2051.0,Carriageway - Pothole,Arms,Cycle
3003,N6PUL000334,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-01-06,2017-09-12,CLOSED,2018,2018-06-22,Fees - Own Solicitor,1216.0,Footways - Uneven Surface,Wrist Broken/fractured,
3004,N8MF000003,2018,Motor Fleet,DEVELOPMENT & ENVIRONMENT,BOULOGNE ROAD CPG,2018-05-01,2018-05-08,CLOSED,2018,2018-06-25,Compensation Payment,527.33,Collision - Hit rear,,
3005,N7MF000011,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-06-19,2017-06-19,CLOSED,2018,2018-06-25,Fees - Own Solicitor,892.8,Collision - Hit by TP,,Bodywork - Minor
3006,N6EL000001,2016,Employers Liability,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2016-05-09,2016-07-07,OPEN,2018,2018-06-27,Fees - Own Solicitor,4605.0,Collision,Broken Bones,
3007,N2PUL000047,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-04-25,2012-05-10,CLOSED,2018,2018-06-29,Fees Own Solicitor,300.0,Tree Roots / Subsidence,,Structural
3008,N0PUL000387,2010,Public Liability,OPERATIONS NOT NOW INSURED,Norbury Manor Business College for Girls,2010-01-26,2010-05-19,OPEN,2018,2018-06-29,Fees - Own Solicitor,1078.0,Defective Premises,Bruising/Swelling,
3009,N4PUL000045,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-04-17,2014-06-04,CLOSED,2018,2018-07-04,Fees - Own Solicitor,322.0,Footways - Slabs,Wrist Broken/fractured,
3010,N7PUL000225,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-01-11,2018-01-15,CLOSED,2018,2018-07-04,Fees Own Solicitor,375.0,Trees / Branches - Falling,,Personal Property
3011,N4PUL000334,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2015-01-17,2015-03-20,CLOSED,2018,2018-07-04,Fees - TP Solicitor,6218.0,Footways - Uneven Surface,Combination Bruising/Swelling,
3012,N4PUL000231,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-11-22,2014-12-12,CLOSED,2018,2018-07-05,Fees - Own Solicitor,1147.0,Footways - Uneven Surface,Combination Strains/Sprains,
3013,N8PUL000057,2018,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-05-15,2018-05-24,CLOSED,2018,2018-07-06,Compensation Payment,460.79,Carriageway - Uneven Surface,,Vehicle
3014,N6PUL000167,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-07-25,2016-11-07,OPEN,2018,2018-07-09,Fees - Own Solicitor,756.0,Footways - Uneven Surface,Broken Bones,
3015,N8MF000006,2018,Motor Fleet,CHIEF EXECUTIVES OFFICE,Bernard Weatherill House,2018-05-24,2018-06-04,CLOSED,2018,2018-07-09,Compensation Payment,801.24,Collision - Reversing,,Bodywork - Minor
3016,N7PUL000257,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-01-25,2018-01-25,CLOSED,2018,2018-07-09,Compensation Payment,2500.0,Tree Roots / Subsidence,,Structural
3017,N7FB000007,2017,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2017-12-06,2018-01-10,CLOSED,2018,2018-07-10,Compensation payment,992.02,Malicious Damage/Vandalism - Internal,,Contents
3018,N4EL000011,2014,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2014-11-20,2015-12-07,OPEN,2018,2018-07-11,Fees - Own Solicitor,784.0,Other,Head Bruising/Swelling,
3019,N4PUL000391,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2014-10-01,2015-09-18,OPEN,2018,2018-07-11,Fees - Own Solicitor,866.0,Negligence of Council Worker,Head Psychological,Unknown
3020,N3PUL000640,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-12-23,2014-09-04,CLOSED,2018,2018-07-12,CRU,627.0,Footways - Gullies,Hand Injury,
3021,N3PUL000640,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-12-23,2014-09-04,CLOSED,2018,2018-07-12,Compensation Payment,51291.12,Footways - Gullies,Hand Injury,
3022,N4EL000002,2014,Employers Liability,CHIEF EXECUTIVES OFFICE,Bernard Weatherill House,2014-11-06,2014-11-12,CLOSED,2018,2018-07-13,Fees - Own Solicitor,1012.0,Defective Equipment,Bruising/Swelling,
3023,N5MF000101,2015,Motor Fleet,ADULT SOCIAL SERVICES,Day Centres,2016-03-14,2016-05-13,CLOSED,2018,2018-07-13,Fees - Own Solicitor,1294.0,Collision - Other,,Bodywork - Minor
3024,N8SAR000001,2018,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2018-05-16,2018-05-22,CLOSED,2018,2018-07-16,Compensation payment,638.19,Malicious Damage/Vandalism - Internal,,Office Equipment
3025,N8PUL000066,2018,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-06-04,2018-06-06,CLOSED,2018,2018-07-17,Compensation Payment,56.0,Carriageway - Pothole,,Vehicle
3026,N7MF000042,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-10-09,2017-10-12,CLOSED,2018,2018-07-17,Fees - TP Solicitor,1083.7,Collision - Hit rear,,
3027,N7PUL000220,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2017-12-27,2017-12-29,CLOSED,2018,2018-07-17,Compensation Payment,1500.0,Drains / Sewers,,Personal Property
3028,N7MF000042,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-10-09,2017-10-12,CLOSED,2018,2018-07-17,Compensation Payment,3105.0,Collision - Hit rear,,
3029,N8MF000007,2018,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2018-06-08,2018-06-12,CLOSED,2018,2018-07-18,Compensation payment,499.0,Collision - Reversing,,Bodywork - Minor
3030,N4PUL000066,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-04-13,2014-06-24,OPEN,2018,2018-07-18,Fees - Own Solicitor,700.0,Carriageway - Obstruction,Combination,
3031,N6MF000034,2016,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Waste Disposal,2016-10-25,2016-11-14,CLOSED,2018,2018-07-18,Fees - Own Solicitor,747.0,Collision - Other,,
3032,N7PUL000435,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2017-04-01,2018-06-04,CLOSED,2018,2018-07-18,Compensation payment,823.5,Defective Premises,,Personal Property
3033,N3EL000018,2013,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Moving On Pru,2013-10-02,2014-05-23,CLOSED,2018,2018-07-18,Fees - Own Solicitor,1022.0,Other,Psychological,
3034,N8MF000014,2018,Motor Fleet,CHIEF EXECUTIVES OFFICE,Bernard Weatherill House,2018-06-21,2018-06-28,CLOSED,2018,2018-07-18,Compensation payment,2640.0,Collision - Other,,Bodywork - Minor
3035,N3PUL000109,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-06-18,2013-07-19,OPEN,2018,2018-07-19,Fees - Own Solicitor,288.0,Footways - Roots,Hand Injury,
3036,N7MF000011,2017,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2017-06-19,2017-06-19,CLOSED,2018,2018-07-19,Fees - Own Solicitor,443.0,Collision - Hit by TP,,Bodywork - Minor
3037,N7PUL000312,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-02-21,2018-02-21,OPEN,2018,2018-07-19,Fees Own Solicitor,525.0,Tree Roots / Subsidence,,Structural
3038,N4EL000002,2014,Employers Liability,CHIEF EXECUTIVES OFFICE,Bernard Weatherill House,2014-11-06,2014-11-12,CLOSED,2018,2018-07-19,Fees - Own Solicitor,540.0,Defective Equipment,Bruising/Swelling,
3039,N0PUL000387,2010,Public Liability,OPERATIONS NOT NOW INSURED,Norbury Manor Business College for Girls,2010-01-26,2010-05-19,OPEN,2018,2018-07-20,Fees - Own Solicitor,3788.07,Defective Premises,Bruising/Swelling,
3040,N3EL000018,2013,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Moving On Pru,2013-10-02,2014-05-23,CLOSED,2018,2018-07-23,Compensation Payment,20000.0,Other,Psychological,
3041,N8MF000006,2018,Motor Fleet,CHIEF EXECUTIVES OFFICE,Bernard Weatherill House,2018-05-24,2018-06-04,CLOSED,2018,2018-07-26,Compensation payment,1134.58,Collision - Reversing,,Bodywork - Minor
3042,N4EL000002,2014,Employers Liability,CHIEF EXECUTIVES OFFICE,Bernard Weatherill House,2014-11-06,2014-11-12,CLOSED,2018,2018-07-26,Compensation payment,5000.0,Defective Equipment,Bruising/Swelling,
3043,N8MF000017,2018,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Heavers Farm Primary,2018-06-22,2018-07-09,CLOSED,2018,2018-07-31,Compensation Payment,679.99,Collision - Reversing,,Bodywork - Minor
3044,N7PUL000235,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2018-01-22,2018-01-22,OPEN,2018,2018-08-01,Fees Own Solicitor,225.0,Tree Roots / Subsidence,,Structural
3045,N7PUL000224,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-12-12,2018-01-12,CLOSED,2018,2018-08-01,Fees - TP Solicitor,360.0,Defective Premises,Bruising/Swelling,
3046,N8PUL000099,2018,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Christ Church C of E Primary (Purley),2018-07-18,2018-07-18,CLOSED,2018,2018-08-01,Fees - Own Solicitor,1232.5,Other,,
3047,N8MF000015,2018,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Transport,2018-06-28,2018-07-03,CLOSED,2018,2018-08-01,Compensation Payment,1258.7,Collision - Hit parked vehicle,,Bodywork - Minor
3048,N5MF000094,2015,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2016-01-27,2016-02-03,CLOSED,2018,2018-08-03,Fees - Own Solicitor,27.0,Collision - Hit rear,Bruising/Swelling,Bodywork - Extensive
3049,N5MF000094,2015,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2016-01-27,2016-02-03,CLOSED,2018,2018-08-03,Fees - Own Solicitor,54.0,Collision - Hit rear,Bruising/Swelling,Bodywork - Extensive
3050,N8PUL000017,2018,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2018-04-13,2018-04-25,CLOSED,2018,2018-08-03,Compensation Payment,750.0,Defective Premises,Hand Injury,Personal Property
3051,N4EL000008,2014,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Kensington Avenue Primary,2015-03-19,2015-03-27,CLOSED,2018,2018-08-06,Fees - TP Solicitor,2572.5,Falls/Slips,Back Strains/Sprains,
3052,N8MF000019,2018,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Beckmead   EBD,2018-07-16,2018-08-07,OPEN,2018,2018-08-07,Compensation Payment,613.98,Collision - Hit parked vehicle,,Bodywork - Minor
3053,N7PUL000137,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-08-18,2017-09-22,CLOSED,2018,2018-08-07,Compensation Payment,4800.0,Footways - Uneven Surface,Foot Injury,
3054,N7PUL000137,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-08-18,2017-09-22,CLOSED,2018,2018-08-07,Fees - TP Solicitor,5499.6,Footways - Uneven Surface,Foot Injury,
3055,N7PUL000379,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-12-12,2018-03-26,CLOSED,2018,2018-08-09,Fees - TP Solicitor,360.0,"Ice, Snow & Frost - Slipping",Bruising/Swelling,
3056,N4PUL000229,2014,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Coulsdon C of E Primary,2014-09-18,2014-11-04,OPEN,2018,2018-08-09,CRU,637.0,Falls/Slips,Bruising/Swelling,
3057,N1PUL000338,2011,Public Liability,OPERATIONS NOT NOW INSURED,Woodcote High,2011-12-13,2012-04-25,OPEN,2018,2018-08-09,Fees - TP Solicitor,939.8,Defective Equipment - Other,Arms Broken Bones,
3058,N4PUL000391,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2014-10-01,2015-09-18,OPEN,2018,2018-08-09,Fees - Own Solicitor,1246.0,Negligence of Council Worker,Head Psychological,Unknown
3059,N7PUL000207,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2017-06-14,2017-12-19,CLOSED,2018,2018-08-10,Fees - Own Solicitor,376.45,Carriageway Works,,Vehicle
3060,N6PUL000183,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-10-23,2016-11-28,CLOSED,2018,2018-08-10,Fees - Own Solicitor,1930.67,Footways - Kerbs,Face,
3061,N7PUL000224,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-12-12,2018-01-12,CLOSED,2018,2018-08-14,Fees - TP Solicitor,1116.0,Defective Premises,Bruising/Swelling,
3062,N7PUL000224,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-12-12,2018-01-12,CLOSED,2018,2018-08-14,Compensation Payment,2700.0,Defective Premises,Bruising/Swelling,
3063,N6PUL000324,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-09-14,2017-06-06,OPEN,2018,2018-08-15,Fees - TP Solicitor,360.0,Footways - Pothole,Legs Bruising/Swelling,
3064,N4PUL000312,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-10-10,2015-03-03,CLOSED,2018,2018-08-16,Fees - TP Solicitor,360.0,Footways - Kerbs,Foot Injury,
3065,N8PUL000096,2018,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-06-04,2018-07-13,CLOSED,2018,2018-08-16,Compensation payment,859.99,Carriageway - Pothole,,Vehicle
3066,N3PUL000640,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-12-23,2014-09-04,CLOSED,2018,2018-08-16,Fees - TP Solicitor,31500.0,Footways - Gullies,Hand Injury,
3067,N4PUL000312,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-10-10,2015-03-03,CLOSED,2018,2018-08-23,Compensation Payment,5419.55,Footways - Kerbs,Foot Injury,
3068,N7PUL000379,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-12-12,2018-03-26,CLOSED,2018,2018-08-24,Fees - TP Solicitor,1743.0,"Ice, Snow & Frost - Slipping",Bruising/Swelling,
3069,N7PUL000379,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-12-12,2018-03-26,CLOSED,2018,2018-08-24,Compensation Payment,2700.0,"Ice, Snow & Frost - Slipping",Bruising/Swelling,
3070,N3PUL000257,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2013-10-21,2013-10-28,CLOSED,2018,2018-08-24,Compensation Payment,15000.0,Tree Roots / Subsidence,,Structural
3071,N1PUL000341,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-03-28,2012-03-28,CLOSED,2018,2018-08-29,Fees Own Solicitor,225.0,Tree Roots / Subsidence,,Structural
3072,N3PUL000640,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-12-23,2014-09-04,CLOSED,2018,2018-09-03,Fees - TP Solicitor,3500.0,Footways - Gullies,Hand Injury,
3073,N4PUL000045,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-04-17,2014-06-04,CLOSED,2018,2018-09-05,Fees - Own Solicitor,126.0,Footways - Slabs,Wrist Broken/fractured,
3074,N3PUL000171,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-08-05,2013-09-06,CLOSED,2018,2018-09-05,Fees - Own Solicitor,1400.0,Footways - Manhole,Legs Cuts/Scars,
3075,N3PUL000171,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-08-05,2013-09-06,CLOSED,2018,2018-09-05,Fees - Own Solicitor,2090.0,Footways - Manhole,Legs Cuts/Scars,
3076,N7PUL000308,2017,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2017-12-01,2018-02-19,CLOSED,2018,2018-09-06,Compensation Payment,1350.0,Defective Premises,,Goods/Equipment
3077,N2PUL000243,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-08-22,2012-11-30,CLOSED,2018,2018-09-07,Fees - Own Solicitor,224.0,Carriageway - Uneven Surface,Wrist Broken/fractured,
3078,N6PUL000183,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-10-23,2016-11-28,CLOSED,2018,2018-09-07,Fees - Own Solicitor,1134.0,Footways - Kerbs,Face,
3079,N6PUL000263,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2017-02-24,2017-02-24,CLOSED,2018,2018-09-07,Fees Own Solicitor,1170.0,Tree Roots / Subsidence,,Structural
3080,N8FB000006,2018,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Downsview Primary,2018-08-02,2018-08-07,CLOSED,2018,2018-09-10,Compensation payment,2141.0,Water Damage - Pipe/Radiator,,Ceilings
3081,N8PUL000107,2018,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2018-07-20,2018-07-30,CLOSED,2018,2018-09-14,Compensation Payment,1100.0,Falls / Slips - Other,Bruising/Swelling,
3082,N8PUL000115,2018,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2018-07-30,2018-08-06,CLOSED,2018,2018-09-17,Compensation Payment,60.0,Carriageway - Pothole,,Vehicle
3083,N4PUL000312,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-10-10,2015-03-03,CLOSED,2018,2018-09-17,Fees - TP Solicitor,1847.0,Footways - Kerbs,Foot Injury,
3084,N1PUL000400,2011,Public Liability,ADULT SOCIAL SERVICES,ADULT SOCIAL SERVICES,2011-09-02,2014-05-13,CLOSED,2018,2018-09-17,Fees - TP Solicitor,7113.73,Other,Legs Broken Bones,
